brand,url_part,title,final Price,Original Price,product desc,material
AKS,kurtas/aks/aks-women-mustard-yellow-kalamkari-print-anarkali-kurta/1797581/buy,Kalamkari Print Anarkali Kurta,1199,1599,"Mustard yellow kalamkari print Anarkali kurta, has a round neck, three-quarter sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-blue-printed-a-line-kurta/1798062/buy,A-Line Kurta,879,1099,"Blue printed A-line kurta, has a keyhole neck, three-quarter sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-blue--off-white-checked-anarkali-kurta/1945086/buy,Checked Anarkali Kurta,749,1499,"Blue and off-white checked Anarkali kurta, has a round neck, short sleeves, flared hem, no slits, tie-up detail on the sides",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-black--maroon-printed-anarkali-kurta/2024426/buy,Printed Anarkali Kurta,849,1699,"Black and maroon printed Anarkali kurta, has a round neck, three-quarter sleeves, flared hem",Viscose  Machine-wash
AKS,kurtas/aks/aks-women-blue-printed-anarkali-kurta/1841594/buy,Anarkali Kurta,1359,1599,"Blue printed Anarkali kurta, has a v-neck, three-quarter sleeves, flared hem",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-mustard-brown-solid-straight-kurta/2095004/buy,Straight Kurta,674,899,"Mustard brown solid straight kurta with printed detail, has a V-neck, three-quarter sleeves, side slits",Polyester crepe Machine-wash
AKS,kurtas/aks/aks-women-navy--white-printed-straight-kurta/2448847/buy,Printed Straight Kurta,659,1099,"Navy and white printed straight kurta, has a mandarin collar with a split V-neckline, three-quarter sleeves, a straight hem, and side slits",RayonMachine-wash cold
AKS,kurtas/aks/aks-women-beige--green-striped-anarkali-kurta/2095036/buy,Striped Anarkali Kurta,749,1499,"Beige and green striped Anarkali kurta, has a round neck, short sleeves, flared hem, no slits",Viscose rayon  Machine-wash
AKS,kurtas/aks/aks-blue--red-printed-anarkali-kurta/2082356/buy,Printed Anarkali Kurta,799,1599,"Blue and red printed Angrakha-style Anarkali kurta, has a V-neck, three quarter sleeves, flared hem",Cotton  Hand-wash
AKS,kurtas/aks/aks-women-green--navy-printed-anarkali-kurta/2262312/buy,Printed Anarkali Kurta,849,1699,"Green and navy printed Anarkali kurta, has a round neck, three-quarter sleeves, flared hem, no slits",Cotton  Machine-wash
AKS,kurtas/aks/aks-women-navy-printed-a-line-kurta/2111376/buy,Printed A-Line Kurta,799,1599,"Navy and coral pink printed A-line kurta, has a keyhole neckline with a tie-up detail, sleeveless, flared hem, no slits",Viscose rayon Machine-wash
AKS,kurtas/aks/aks-navy-printed-anarkali-kurta/1281382/buy,Printed Anarkali Kurta,1124,1499,"Navy blue printed Anarkali kurta, has a notched&nbsp;mandarin collar, three-quarter sleeves, flared hem",Rayon and cottonHand-wash
AKS,kurtas/aks/aks-women-blue-printed-anarkali-kurta/2111399/buy,Printed Anarkali Kurta,849,1699,"Blue printed Anarkali kurta, has a V-neck, three-quarter sleeves, flared hem, no slits",Cotton Machine-wash
AKS,kurtas/aks/aks-women-yellow-solid-crepe-straight-kurta/1675994/buy,Crepe Straight Kurta,809,899,"Yellow solid straight kurta, has a shirt collar, full button placket, three-quarter sleeves, curved hem","Crepe
Machine-wash"
AKS,kurtas/aks/aks-women-pink-solid-crepe-straight-kurta/2095545/buy,Solid Crepe Straight Kurta,599,799,"Pink straight kurta, has a round neck, three-quarter sleeves, side slits",Crepe  Machine-wash
AKS,kurtas/aks/aks-women-blue-printed-a-line-kurta/1797588/buy,Printed A-Line Kurta,1199,1599,"Blue printed A-line kurta, has a V-neck, three-quarter sleeves, flared hem",Cotton  Machine-wash
